Data,NUO TI,NUO RIC,NUO DEC,Terapie Intensive,Ricoveri,Decessi,Regione
17-feb,1,-3,5,0,2,3,Molise
18-feb,0,0,3,1,1,3,Molise
19-feb,-1,3,5,0,2,3,Molise
20-feb,2,11,4,1,4,4,Molise
21-feb,1,0,2,1,3,4,Molise
22-feb,-1,6,3,0,3,4,Molise
23-feb,2,9,5,1,4,4,Molise
24-feb,-1,-10,2,0,3,3,Molise
25-feb,1,13,3,0,5,3,Molise
26-feb,1,-14,3,1,2,3,Molise
27-feb,1,0,0,1,1,3,Molise
28-feb,0,0,2,0,1,3,Molise
1-mar,2,3,1,1,0,2,Molise
2-mar,0,-4,2,1,-2,2,Molise
3-mar,0,0,3,1,0,2,Molise
4-mar,2,6,2,1,-1,2,Molise
5-mar,-2,-4,11,0,0,3,Molise
6-mar,0,-7,3,0,-1,3,Molise
7-mar,0,5,5,0,0,4,Molise
8-mar,1,1,1,0,0,4,Molise
9-mar,6,4,0,1,1,4,Molise
10-mar,-2,0,2,1,1,3,Molise
11-mar,-4,6,6,0,1,4,Molise
12-mar,-2,-3,8,0,1,4,Molise
13-mar,0,-1,2,0,2,3,Molise
14-mar,0,-5,2,0,0,3,Molise
15-mar,2,5,1,0,1,3,Molise
16-mar,-1,-11,2,-1,-1,3,Molise
17-mar,-2,6,4,-1,0,4,Molise
18-mar,-3,-3,5,-1,-2,3,Molise
19-mar,0,0,4,-1,-1,3,Molise
20-mar,2,4,2,0,-1,3,Molise
21-mar,0,3,0,0,1,3,Molise
22-mar,3,-6,5,0,-1,3,Molise
23-mar,-2,-3,2,0,0,3,Molise
24-mar,0,-2,2,0,-1,3,Molise
25-mar,-1,-2,1,0,-1,2,Molise
26-mar,1,-10,1,0,-2,2,Molise
27-mar,0,-3,3,0,-3,2,Molise
28-mar,-1,-1,3,0,-4,2,Molise
29-mar,-1,-1,2,-1,-3,2,Molise
30-mar,1,-6,1,0,-4,2,Molise
31-mar,0,-3,1,0,-4,2,Molise
1-apr,0,0,2,0,-3,2,Molise
2-apr,0,-6,0,0,-3,2,Molise
3-apr,-2,-2,4,0,-3,2,Molise
,,,,,,,
4-ott,1,16,0,1,16,0,Campania
5-ott,2,13,1,2,15,1,Campania
6-ott,4,25,2,2,18,1,Campania
7-ott,5,32,1,3,22,1,Campania
8-ott,3,28,1,3,23,1,Campania
9-ott,8,28,5,4,24,2,Campania
10-ott,0,59,2,3,29,2,Campania
11-ott,-2,29,2,3,31,2,Campania
12-ott,3,21,0,3,32,2,Campania
13-ott,-2,9,6,2,29,2,Campania
14-ott,-1,41,2,1,31,3,Campania
15-ott,5,27,9,2,31,4,Campania
16-ott,1,24,3,1,30,3,Campania
17-ott,8,31,0,2,26,3,Campania
18-ott,3,32,2,2,26,3,Campania
19-ott,7,35,21,3,28,6,Campania
20-ott,6,62,12,4,36,7,Campania
21-ott,-6,50,11,3,37,8,Campania
22-ott,9,41,6,4,39,8,Campania
23-ott,4,53,12,4,43,9,Campania
24-ott,10,28,8,5,43,10,Campania
25-ott,5,33,0,5,43,10,Campania
26-ott,10,40,16,5,44,9,Campania
27-ott,17,19,20,7,38,10,Campania
28-ott,20,25,17,11,34,11,Campania
29-ott,4,62,20,10,37,13,Campania
30-ott,-3,88,15,9,42,14,Campania
31-ott,7,18,14,9,41,15,Campania
1-nov,2,13,3,8,38,15,Campania
2-nov,1,70,24,7,42,16,Campania
3-nov,56,11,24,12,41,17,Campania
4-nov,-52,72,15,2,48,16,Campania
5-nov,-1,39,17,1,44,16,Campania
6-nov,6,69,40,3,42,20,Campania
7-nov,-1,79,15,2,50,20,Campania
8-nov,7,61,15,2,57,21,Campania
9-nov,5,132,18,3,66,21,Campania
10-nov,2,112,18,-5,81,20,Campania
11-nov,-12,16,34,1,73,22,Campania
12-nov,11,-133,31,3,48,24,Campania
13-nov,-9,209,40,0,68,24,Campania
14-nov,1,-73,27,1,46,26,Campania
15-nov,10,144,35,1,58,29,Campania
16-nov,-2,-34,37,0,34,32,Campania
17-nov,9,46,19,1,25,32,Campania
18-nov,-1,23,75,3,26,38,Campania
19-nov,-6,28,32,0,49,38,Campania
20-nov,7,-43,25,3,13,36,Campania
21-nov,-3,16,32,2,26,36,Campania
22-nov,3,-42,21,1,-1,34,Campania
23-nov,0,113,39,1,20,35,Campania
24-nov,0,-57,78,0,5,43,Campania
25-nov,-9,8,47,-1,3,39,Campania
26-nov,8,-70,49,1,-11,42,Campania
27-nov,-16,-24,63,-2,-8,47,Campania
28-nov,2,-24,49,-2,-14,49,Campania
29-nov,-3,1,36,-3,-8,52,Campania
30-nov,-1,-24,42,-3,-27,52,Campania
1-dic,-3,-42,48,-3,-25,48,Campania
2-dic,-6,-35,43,-3,-31,47,Campania
3-dic,-11,-23,54,-5,-24,48,Campania
4-dic,4,-42,85,-3,-27,51,Campania
5-dic,-1,-441,55,-3,-87,52,Campania
6-dic,-10,358,32,-4,-36,51,Campania
7-dic,-18,-76,39,-6,-43,51,Campania
8-dic,3,58,35,-6,-29,49,Campania
9-dic,-2,-46,44,-5,-30,49,Campania
10-dic,2,-63,57,-3,-36,50,Campania
11-dic,4,39,63,-3,-24,46,Campania
12-dic,-7,-34,47,-4,34,45,Campania
13-dic,-3,10,35,-3,-16,46,Campania
14-dic,-4,-8,30,-1,-6,44,Campania
15-dic,-7,-76,50,-2,-25,47,Campania
16-dic,1,-19,34,-2,-22,45,Campania
17-dic,-5,-45,48,-3,-19,44,Campania
18-dic,1,-35,56,-3,-30,43,Campania
19-dic,2,-23,32,-2,-28,41,Campania
20-dic,-3,-44,11,-2,-36,37,Campania
21-dic,1,17,28,-1,-32,37,Campania
22-dic,-2,-42,25,-1,-27,33,Campania
23-dic,-11,-16,19,-2,-27,31,Campania
24-dic,-5,-25,20,-2,-24,27,Campania
25-dic,0,-39,7,-3,-25,20,Campania
26-dic,-4,-18,8,-3,-24,17,Campania
27-dic,-3,9,8,-3,-16,16,Campania
28-dic,3,-18,33,-3,-21,17,Campania
29-dic,-1,-20,46,-3,-18,20,Campania
30-dic,5,-45,47,-1,-22,24,Campania
31-dic,11,-32,32,2,-23,26,Campania
1-gen,-9,34,20,0,-13,28,Campania
2-gen,-5,-4,29,0,-11,31,Campania
3-gen,-1,7,18,0,-11,32,Campania
4-gen,-2,15,31,0,-6,32,Campania
5-gen,1,-5,33,0,-4,30,Campania
6-gen,2,-10,19,0,1,26,Campania
7-gen,-3,23,39,-2,9,27,Campania
8-gen,4,10,46,-1,5,31,Campania
9-gen,7,-19,36,1,3,32,Campania
10-gen,-1,1,13,1,2,31,Campania
11-gen,3,23,37,2,3,32,Campania
12-gen,0,14,44,2,6,33,Campania
13-gen,-3,-9,48,1,6,38,Campania
14-gen,-2,-40,41,1,-3,38,Campania
15-gen,-11,36,37,-1,1,37,Campania
16-gen,4,31,0,-1,8,31,Campania
17-gen,-3,28,35,-2,12,35,Campania
18-gen,0,-12,25,-2,7,33,Campania
19-gen,3,20,34,-2,8,31,Campania
20-gen,3,-20,42,-1,6,31,Campania
21-gen,0,-8,40,-1,11,30,Campania
22-gen,4,-2,46,2,5,32,Campania
23-gen,10,-1,29,2,1,36,Campania
24-gen,-2,11,12,3,-2,33,Campania
25-gen,-7,7,20,2,1,32,Campania
26-gen,-4,15,25,1,0,31,Campania
27-gen,6,-23,26,1,0,28,Campania
28-gen,-9,27,35,0,5,28,Campania
29-gen,-3,-49,21,-1,-2,24,Campania
30-gen,-3,10,22,-3,0,23,Campania
31-gen,7,-18,10,-2,-4,23,Campania
1-feb,-2,20,8,-1,-3,21,Campania
2-feb,6,43,38,0,1,23,Campania
3-feb,-3,-5,17,-1,4,22,Campania
4-feb,0,-7,36,0,-1,22,Campania
5-feb,3,22,23,1,9,22,Campania
6-feb,5,9,9,2,9,20,Campania
7-feb,-3,1,3,1,12,19,Campania
8-feb,5,42,13,2,15,20,Campania
9-feb,2,-2,24,1,9,18,Campania
10-feb,-9,-54,26,0,2,19,Campania
11-feb,12,-61,12,2,-6,16,Campania
12-feb,-9,-26,15,0,-13,15,Campania
13-feb,-2,-43,18,-1,-20,16,Campania
14-feb,7,-34,7,1,-25,16,Campania
15-feb,-4,-41,16,0,-37,17,Campania
16-feb,-1,3,17,-1,-37,16,Campania
17-feb,1,17,14,1,-26,14,Campania
18-feb,3,-11,29,-1,-19,17,Campania
19-feb,0,23,13,1,-12,16,Campania
20-feb,2,-24,11,1,-10,15,Campania
21-feb,8,11,14,1,-3,16,Campania
22-feb,5,19,21,3,5,17,Campania
23-feb,7,8,38,4,6,20,Campania
24-feb,-2,-8,40,3,3,24,Campania
25-feb,1,-14,29,3,2,24,Campania
26-feb,13,-11,11,5,-3,23,Campania
27-feb,-6,7,14,4,2,24,Campania
28-feb,-8,40,5,1,6,23,Campania
1-mar,10,-4,20,2,3,22,Campania
2-mar,-7,23,36,0,5,22,Campania
3-mar,4,-4,40,1,5,22,Campania
4-mar,3,1,40,1,7,24,Campania
5-mar,0,1,13,-1,9,24,Campania
6-mar,8,27,24,1,12,25,Campania
7-mar,-3,11,13,2,8,27,Campania
8-mar,3,29,41,1,13,30,Campania
9-mar,-4,19,45,2,12,31,Campania
10-mar,-1,27,26,1,16,29,Campania
11-mar,13,21,27,2,19,27,Campania
12-mar,-7,10,29,1,21,29,Campania
13-mar,1,45,23,0,23,29,Campania
14-mar,11,-18,29,2,19,31,Campania
15-mar,0,14,35,2,17,31,Campania
16-mar,4,17,65,3,17,33,Campania
17-mar,-4,-19,33,3,10,34,Campania
18-mar,-8,21,13,0,10,32,Campania
19-mar,2,7,13,1,10,30,Campania
20-mar,6,6,28,2,4,31,Campania
21-mar,12,38,26,2,12,30,Campania
22-mar,-2,7,43,1,11,32,Campania
23-mar,7,-22,62,2,5,31,Campania
24-mar,1,-11,52,3,7,34,Campania
25-mar,5,-11,62,4,2,41,Campania
26-mar,-3,10,42,4,2,45,Campania
27-mar,-13,8,31,1,3,45,Campania
28-mar,-3,-2,18,-1,-3,44,Campania
29-mar,4,9,54,0,-3,46,Campania
30-mar,-6,-14,64,-2,-2,46,Campania
31-mar,-3,0,38,-3,0,44,Campania
1-apr,0,-1,55,-3,1,43,Campania
2-apr,-5,-28,57,-4,-4,45,Campania
3-apr,-3,9,34,-2,-4,46,Campania
,,,,,,,
4-ott,1,5,0,1,5,0,Puglia
5-ott,1,8,1,1,7,1,Puglia
6-ott,7,5,4,3,6,2,Puglia
7-ott,2,7,0,3,6,1,Puglia
8-ott,0,27,1,2,10,1,Puglia
9-ott,0,22,2,2,12,1,Puglia
10-ott,-1,0,1,1,11,1,Puglia
11-ott,-1,1,1,1,10,1,Puglia
12-ott,-2,6,6,1,10,2,Puglia
13-ott,4,3,2,0,9,2,Puglia
14-ott,0,1,2,0,9,2,Puglia
15-ott,3,8,7,0,6,3,Puglia
16-ott,0,7,5,0,4,3,Puglia
17-ott,7,42,2,2,10,4,Puglia
18-ott,3,9,3,2,11,4,Puglia
19-ott,2,20,4,3,13,4,Puglia
20-ott,1,35,3,2,17,4,Puglia
21-ott,3,6,2,3,18,4,Puglia
22-ott,8,10,1,3,18,3,Puglia
23-ott,2,31,1,4,22,2,Puglia
24-ott,1,43,10,3,22,3,Puglia
25-ott,4,26,7,3,24,4,Puglia
26-ott,2,41,10,3,27,5,Puglia
27-ott,3,46,13,3,29,6,Puglia
28-ott,8,55,13,4,36,8,Puglia
29-ott,8,-21,7,4,32,9,Puglia
30-ott,6,-35,7,5,22,10,Puglia
31-ott,3,4,10,5,17,10,Puglia
1-nov,0,39,8,4,18,10,Puglia
2-nov,1,28,9,4,17,10,Puglia
3-nov,7,44,13,5,16,10,Puglia
4-nov,21,-4,10,7,8,9,Puglia
5-nov,6,0,26,6,11,12,Puglia
6-nov,0,42,13,5,22,13,Puglia
7-nov,2,89,14,5,34,13,Puglia
8-nov,-1,4,21,5,29,15,Puglia
9-nov,-4,88,7,4,38,15,Puglia
10-nov,12,61,25,5,40,17,Puglia
11-nov,11,102,27,4,55,19,Puglia
12-nov,3,62,39,3,64,21,Puglia
13-nov,13,56,22,5,66,22,Puglia
14-nov,20,40,16,8,59,22,Puglia
15-nov,2,-28,12,8,54,21,Puglia
16-nov,2,34,36,9,47,25,Puglia
17-nov,-1,21,36,7,41,27,Puglia
18-nov,17,4,28,8,27,27,Puglia
19-nov,2,4,28,8,19,25,Puglia
20-nov,2,84,16,6,23,25,Puglia
21-nov,-5,24,19,3,20,25,Puglia
22-nov,-9,17,32,1,27,28,Puglia
23-nov,3,50,40,1,29,28,Puglia
24-nov,14,-14,52,3,24,31,Puglia
25-nov,5,-2,30,2,23,31,Puglia
26-nov,1,94,52,2,36,34,Puglia
27-nov,-10,77,48,0,35,39,Puglia
28-nov,-1,21,30,0,35,41,Puglia
29-nov,12,0,21,3,32,39,Puglia
30-nov,-3,17,30,3,28,38,Puglia
1-dic,9,1,34,2,30,35,Puglia
2-dic,-14,-8,29,-1,29,35,Puglia
3-dic,22,-64,42,2,6,33,Puglia
4-dic,1,-25,72,4,-8,37,Puglia
5-dic,-7,-20,28,3,-14,37,Puglia
6-dic,-17,37,24,-1,-9,37,Puglia
7-dic,-6,-5,24,-2,-12,36,Puglia
8-dic,0,-3,23,-3,-13,35,Puglia
9-dic,2,34,20,-1,-7,33,Puglia
10-dic,1,-39,55,-4,-3,35,Puglia
11-dic,-13,-5,34,-6,0,30,Puglia
12-dic,7,-8,43,-4,2,32,Puglia
13-dic,-3,-40,23,-2,-9,32,Puglia
14-dic,-7,4,24,-2,-8,32,Puglia
15-dic,3,-21,54,-1,-11,36,Puglia
16-dic,-2,-32,45,-2,-20,40,Puglia
17-dic,-6,-24,43,-3,-18,38,Puglia
18-dic,-5,-17,30,-2,-20,37,Puglia
19-dic,3,-25,26,-2,-22,35,Puglia
20-dic,-8,4,23,-3,-16,35,Puglia
21-dic,-5,-5,31,-3,-17,36,Puglia
22-dic,3,-10,35,-3,-16,33,Puglia
23-dic,5,-4,20,-2,-12,30,Puglia
24-dic,-2,5,19,-1,-7,26,Puglia
25-dic,-4,-9,26,-1,-6,26,Puglia
26-dic,-8,22,25,-3,0,26,Puglia
27-dic,-4,9,12,-2,1,24,Puglia
28-dic,-15,50,47,-4,9,26,Puglia
29-dic,-3,-28,34,-4,6,26,Puglia
30-dic,-8,31,23,-6,11,27,Puglia
31-dic,1,-7,21,-6,10,27,Puglia
1-gen,8,-14,9,-4,9,24,Puglia
2-gen,2,27,10,-3,10,22,Puglia
3-gen,-3,-27,25,-3,5,24,Puglia
4-gen,1,-12,20,0,-4,20,Puglia
5-gen,15,-63,14,2,-9,17,Puglia
6-gen,1,-18,23,4,-16,17,Puglia
7-gen,1,7,21,4,-14,17,Puglia
8-gen,9,-28,27,4,-16,20,Puglia
9-gen,12,14,27,5,-18,22,Puglia
10-gen,-10,-1,24,4,-14,22,Puglia
11-gen,4,13,26,5,-11,23,Puglia
12-gen,1,4,42,3,-1,27,Puglia
13-gen,-5,14,15,2,3,26,Puglia
14-gen,-3,-19,24,1,0,26,Puglia
15-gen,-14,-13,31,-2,2,27,Puglia
16-gen,0,7,15,-4,1,25,Puglia
17-gen,-6,22,25,-3,4,25,Puglia
18-gen,1,-5,26,-4,1,25,Puglia
19-gen,-1,-44,16,-4,-5,22,Puglia
20-gen,6,-4,25,-2,-8,23,Puglia
21-gen,3,-4,26,-2,-6,23,Puglia
22-gen,2,-19,32,1,-7,24,Puglia
23-gen,6,54,11,2,0,23,Puglia
24-gen,5,10,14,3,-2,21,Puglia
25-gen,5,-11,32,4,-3,22,Puglia
26-gen,11,23,30,5,7,24,Puglia
27-gen,2,7,30,5,9,25,Puglia
28-gen,-9,-16,34,3,7,26,Puglia
29-gen,-5,7,24,2,11,25,Puglia
30-gen,-5,-12,29,1,1,28,Puglia
31-gen,1,8,13,0,1,27,Puglia
1-feb,7,14,36,0,4,28,Puglia
2-feb,-1,21,26,-1,4,27,Puglia
3-feb,-15,-3,46,-4,3,30,Puglia
4-feb,3,-9,31,-2,4,29,Puglia
5-feb,10,-4,29,0,2,30,Puglia
6-feb,-11,11,31,-1,5,30,Puglia
7-feb,5,7,8,0,5,30,Puglia
8-feb,2,16,23,-1,6,28,Puglia
9-feb,1,-35,41,-1,-2,30,Puglia
10-feb,2,73,25,2,8,27,Puglia
11-feb,-2,-3,33,1,9,27,Puglia
12-feb,4,-58,33,0,2,28,Puglia
13-feb,-5,-43,28,1,-6,27,Puglia
14-feb,-3,-25,17,0,-11,29,Puglia
15-feb,-2,-14,22,-1,-15,28,Puglia
16-feb,-3,-21,34,-1,-13,27,Puglia
17-feb,0,-10,17,-2,-25,26,Puglia
18-feb,3,-31,37,-1,-29,27,Puglia
19-feb,4,-22,27,-1,-24,26,Puglia
20-feb,1,-10,23,0,-19,25,Puglia
21-feb,5,11,6,1,-14,24,Puglia
22-feb,-9,20,17,0,-9,23,Puglia
23-feb,4,-17,32,1,-8,23,Puglia
24-feb,-2,-10,24,1,-8,24,Puglia
25-feb,3,-2,27,1,-4,22,Puglia
26-feb,-1,-7,22,0,-2,22,Puglia
27-feb,-3,-7,20,0,-2,21,Puglia
28-feb,9,-11,16,0,-5,23,Puglia
1-mar,-3,27,29,1,-4,24,Puglia
2-mar,-4,14,40,0,1,25,Puglia
3-mar,5,11,29,1,4,26,Puglia
4-mar,-6,7,32,0,5,27,Puglia
5-mar,-1,-5,19,0,5,26,Puglia
6-mar,-5,1,15,-1,6,26,Puglia
7-mar,-1,20,10,-2,11,25,Puglia
8-mar,14,44,25,0,13,24,Puglia
9-mar,-6,22,39,0,14,24,Puglia
10-mar,2,28,27,0,17,24,Puglia
11-mar,7,2,17,1,16,22,Puglia
12-mar,2,10,32,2,18,24,Puglia
13-mar,1,33,23,3,23,25,Puglia
14-mar,-1,16,9,3,22,25,Puglia
15-mar,15,54,34,3,24,26,Puglia
16-mar,7,42,30,5,26,25,Puglia
17-mar,22,38,34,8,28,26,Puglia
18-mar,1,-10,27,7,26,27,Puglia
19-mar,-5,48,27,6,32,26,Puglia
20-mar,-5,38,26,5,32,27,Puglia
21-mar,3,15,10,5,32,27,Puglia
22-mar,11,29,28,5,29,26,Puglia
23-mar,1,75,46,4,33,28,Puglia
24-mar,3,-26,38,1,24,29,Puglia
25-mar,4,1,37,2,26,30,Puglia
26-mar,0,4,41,2,19,32,Puglia
27-mar,0,8,32,3,15,33,Puglia
28-mar,7,26,14,4,17,34,Puglia
29-mar,10,52,33,4,20,34,Puglia
30-mar,16,11,35,6,11,33,Puglia
31-mar,-4,-23,51,5,11,35,Puglia
1-apr,0,15,36,4,13,35,Puglia
2-apr,3,24,25,5,16,32,Puglia
3-apr,-7,18,23,4,18,31,Puglia
,,,,,,,
4-ott,0,0,0,0,0,0,Basilicata
5-ott,0,15,0,0,8,0,Basilicata
6-ott,0,0,0,0,5,0,Basilicata
7-ott,-2,5,2,-1,5,1,Basilicata
8-ott,0,0,0,0,4,0,Basilicata
9-ott,0,0,0,0,3,0,Basilicata
10-ott,0,1,0,0,3,0,Basilicata
11-ott,0,0,0,0,3,0,Basilicata
12-ott,0,0,0,0,1,0,Basilicata
13-ott,0,-2,2,0,1,1,Basilicata
14-ott,0,1,0,0,0,0,Basilicata
15-ott,0,1,0,0,0,0,Basilicata
16-ott,0,0,1,0,0,0,Basilicata
17-ott,0,4,0,0,1,0,Basilicata
18-ott,0,3,1,0,1,1,Basilicata
19-ott,1,8,0,0,2,1,Basilicata
20-ott,0,0,0,0,2,0,Basilicata
21-ott,3,-3,0,1,2,0,Basilicata
22-ott,0,0,3,1,2,1,Basilicata
23-ott,0,6,0,1,3,1,Basilicata
24-ott,1,-1,2,1,2,1,Basilicata
25-ott,0,0,0,1,1,1,Basilicata
26-ott,1,13,0,1,2,1,Basilicata
27-ott,1,2,0,1,2,1,Basilicata
28-ott,0,5,3,0,4,1,Basilicata
29-ott,0,1,0,0,4,1,Basilicata
30-ott,0,0,1,0,3,1,Basilicata
31-ott,0,9,1,0,4,1,Basilicata
1-nov,4,3,0,1,5,1,Basilicata
2-nov,2,2,2,1,3,1,Basilicata
3-nov,-2,-1,3,1,3,1,Basilicata
4-nov,4,2,0,1,2,1,Basilicata
5-nov,1,1,2,1,2,1,Basilicata
6-nov,0,10,3,1,4,2,Basilicata
7-nov,-1,-2,4,1,2,2,Basilicata
8-nov,1,4,1,1,2,2,Basilicata
9-nov,2,9,0,1,3,2,Basilicata
10-nov,0,27,2,1,7,2,Basilicata
11-nov,1,-5,3,1,6,2,Basilicata
12-nov,0,1,3,0,6,2,Basilicata
13-nov,4,7,1,1,6,2,Basilicata
14-nov,-2,3,5,1,7,2,Basilicata
15-nov,5,11,1,1,8,2,Basilicata
16-nov,1,-15,6,1,4,3,Basilicata
17-nov,3,10,0,2,2,3,Basilicata
18-nov,-2,-6,14,1,2,4,Basilicata
19-nov,0,3,2,1,2,4,Basilicata
20-nov,-1,7,3,1,2,4,Basilicata
21-nov,-3,3,6,0,2,5,Basilicata
22-nov,-1,-1,0,0,0,4,Basilicata
23-nov,0,1,4,-1,2,4,Basilicata
24-nov,-4,3,16,-2,1,6,Basilicata
25-nov,3,-6,3,-1,1,5,Basilicata
26-nov,0,2,3,-1,1,5,Basilicata
27-nov,1,-3,3,-1,0,5,Basilicata
28-nov,-1,-11,3,0,-2,5,Basilicata
29-nov,3,-1,3,0,-2,5,Basilicata
30-nov,-3,9,8,0,-1,6,Basilicata
1-dic,-1,7,0,0,0,3,Basilicata
2-dic,0,1,0,0,1,3,Basilicata
3-dic,-1,3,5,0,1,3,Basilicata
4-dic,0,4,3,0,2,3,Basilicata
5-dic,-1,-31,8,0,-1,4,Basilicata
6-dic,-1,-15,6,-1,-3,4,Basilicata
7-dic,-2,5,5,-1,-4,4,Basilicata
8-dic,-1,-3,1,-1,-5,4,Basilicata
9-dic,-2,2,2,-1,-5,4,Basilicata
10-dic,2,-1,6,-1,-6,4,Basilicata
11-dic,0,-6,6,-1,-7,5,Basilicata
12-dic,-1,-2,1,-1,-3,4,Basilicata
13-dic,1,1,6,0,-1,4,Basilicata
14-dic,-3,-1,5,-1,-1,4,Basilicata
15-dic,-1,-8,5,-1,-2,4,Basilicata
16-dic,0,3,0,0,-2,4,Basilicata
17-dic,-1,-3,5,-1,-2,4,Basilicata
18-dic,0,-7,1,-1,-2,3,Basilicata
19-dic,0,-3,2,-1,-3,3,Basilicata
20-dic,-1,-3,0,-1,-3,3,Basilicata
21-dic,-1,-2,4,-1,-3,2,Basilicata
22-dic,0,2,4,0,-2,2,Basilicata
23-dic,1,-2,3,0,-3,3,Basilicata
24-dic,-1,5,4,0,-1,3,Basilicata
25-dic,-1,-9,5,0,-2,3,Basilicata
26-dic,0,2,1,0,-1,3,Basilicata
27-dic,-2,9,1,-1,1,3,Basilicata
28-dic,1,-6,5,0,0,3,Basilicata
29-dic,0,-8,1,0,-1,3,Basilicata
30-dic,-2,5,7,-1,0,3,Basilicata
31-dic,0,0,1,-1,-1,3,Basilicata
1-gen,1,-6,0,0,-1,2,Basilicata
2-gen,-2,10,5,-1,1,3,Basilicata
3-gen,0,4,1,0,0,3,Basilicata
4-gen,1,-3,5,0,0,3,Basilicata
5-gen,0,-1,1,0,1,3,Basilicata
6-gen,0,-1,0,0,0,2,Basilicata
7-gen,0,2,1,0,1,2,Basilicata
8-gen,0,1,0,0,2,2,Basilicata
9-gen,0,-9,2,0,-1,1,Basilicata
10-gen,0,-5,4,0,-2,2,Basilicata
11-gen,2,11,3,0,0,2,Basilicata
12-gen,-2,2,3,0,0,2,Basilicata
13-gen,0,-4,3,0,0,2,Basilicata
14-gen,0,-10,2,0,-2,2,Basilicata
15-gen,0,0,3,0,-2,3,Basilicata
16-gen,-1,7,2,0,0,3,Basilicata
17-gen,1,-2,2,0,1,3,Basilicata
18-gen,2,-3,1,0,-1,2,Basilicata
19-gen,-1,-5,8,0,-2,3,Basilicata
20-gen,-1,0,0,0,-2,3,Basilicata
21-gen,2,3,4,0,0,3,Basilicata
22-gen,-1,3,0,0,0,2,Basilicata
23-gen,-1,6,2,0,0,2,Basilicata
24-gen,0,-8,3,0,-1,3,Basilicata
25-gen,2,5,4,0,1,3,Basilicata
26-gen,-4,-3,4,0,1,2,Basilicata
27-gen,0,-2,0,0,1,2,Basilicata
28-gen,0,-7,1,-1,-1,2,Basilicata
29-gen,2,-3,3,0,-2,2,Basilicata
30-gen,-2,-1,2,0,-3,2,Basilicata
31-gen,0,-4,1,0,-2,2,Basilicata
1-feb,0,5,0,-1,-2,2,Basilicata
2-feb,0,1,0,0,-2,1,Basilicata
3-feb,-1,-2,2,0,-2,1,Basilicata
4-feb,0,1,3,0,0,2,Basilicata
5-feb,1,13,0,0,2,1,Basilicata
6-feb,-1,0,6,0,2,2,Basilicata
7-feb,0,0,3,0,3,2,Basilicata
8-feb,0,-2,3,0,2,2,Basilicata
9-feb,2,0,1,0,1,3,Basilicata
10-feb,2,0,1,1,2,2,Basilicata
11-feb,0,-5,1,1,1,2,Basilicata
12-feb,-1,-8,4,0,-2,3,Basilicata
13-feb,1,-5,0,1,-3,2,Basilicata
14-feb,1,2,2,1,-3,2,Basilicata
15-feb,0,4,1,1,-2,1,Basilicata
16-feb,1,2,1,1,-1,1,Basilicata
17-feb,0,0,5,0,-1,2,Basilicata
18-feb,-1,1,0,0,-1,2,Basilicata
19-feb,-2,4,3,0,1,2,Basilicata
20-feb,0,2,2,0,2,2,Basilicata
21-feb,0,-1,1,0,2,2,Basilicata
22-feb,0,2,3,0,1,2,Basilicata
23-feb,1,-1,0,0,1,2,Basilicata
24-feb,0,3,1,0,1,1,Basilicata
25-feb,0,3,1,0,2,2,Basilicata
26-feb,2,2,0,0,1,1,Basilicata
27-feb,0,-5,1,0,0,1,Basilicata
28-feb,3,3,0,1,1,1,Basilicata
1-mar,-1,2,3,1,1,1,Basilicata
2-mar,0,5,1,1,2,1,Basilicata
3-mar,1,9,0,1,3,1,Basilicata
4-mar,0,-4,1,1,2,1,Basilicata
5-mar,2,-2,0,1,1,1,Basilicata
6-mar,1,-1,2,1,2,1,Basilicata
7-mar,-1,7,1,0,2,1,Basilicata
8-mar,1,10,1,1,3,1,Basilicata
9-mar,1,3,1,1,3,1,Basilicata
10-mar,2,-9,0,1,1,1,Basilicata
11-mar,-3,13,3,0,3,1,Basilicata
12-mar,0,6,1,0,4,1,Basilicata
13-mar,1,-2,1,0,4,1,Basilicata
14-mar,2,22,1,1,6,1,Basilicata
15-mar,1,13,0,1,7,1,Basilicata
16-mar,-1,6,6,0,7,2,Basilicata
17-mar,-2,-4,4,0,8,2,Basilicata
18-mar,-2,5,4,0,7,2,Basilicata
19-mar,1,3,5,0,6,3,Basilicata
20-mar,1,-1,0,0,6,3,Basilicata
21-mar,-1,-4,6,0,3,4,Basilicata
22-mar,1,-4,7,0,0,5,Basilicata
23-mar,-1,1,1,0,-1,4,Basilicata
24-mar,1,-11,10,0,-2,5,Basilicata
25-mar,1,8,0,0,-1,4,Basilicata
26-mar,0,1,1,0,-1,4,Basilicata
27-mar,-1,0,2,0,-1,4,Basilicata
28-mar,-1,1,3,0,-1,3,Basilicata
29-mar,-1,10,3,0,1,3,Basilicata
30-mar,1,-13,2,0,-1,3,Basilicata
31-mar,1,15,2,0,3,2,Basilicata
1-apr,-1,10,2,0,3,2,Basilicata
2-apr,-1,-2,3,0,3,2,Basilicata
3-apr,0,-3,2,0,3,2,Basilicata
,,,,,,,
4-ott,0,0,1,0,0,1,Calabria
5-ott,0,1,0,0,1,1,Calabria
6-ott,-1,1,1,0,1,1,Calabria
7-ott,0,-1,0,0,0,1,Calabria
8-ott,0,2,0,0,1,0,Calabria
9-ott,0,3,1,0,1,1,Calabria
10-ott,0,-1,0,0,1,0,Calabria
