Rtmax,Rtmin,Varmax,Varmin,Vmax,Vmin,%RtMax,%RtMin,%Vmax,%Vmin,NV%max,NV%min,Data,Casi per 100.000 ab. in 7 giorni,Variazioni % in 7 giorni,Rt,,Settimana,Rt puntuale,calcolato al,,Regione,ShowCasi,Casi,,,
,,,,,,,,,,,,15-dic,142,-24.9,,19,dal 18/11 al 1/12,,,8,Campania,-14.91133224,,,,
,,,,,,,,,,,,16-dic,135,-25.8,,19,dal 18/11 al 1/12,,,8,Campania,-17.31217105,,,,
,,,,,,,,,,,,17-dic,130,-20,,19,dal 18/11 al 1/12,,,8,Campania,-19.02705592,,,,
,,,,,,,,,,,,18-dic,127,-18.8,0.63,19,dal 25/11 al 8/12,0.59,2/12,8,Campania,-20.05598684,,,,
,,,,,,,,,,,,19-dic,119,-23,,19,dal 25/11 al 8/12,,,8,Campania,-22.79980263,,,,
,,,,,,,,,,,,20-dic,114,-23.9,,19,dal 25/11 al 8/12,,,8,Campania,-24.5146875,,,,
,,,,,,,,,,,,21-dic,107,-28.7,,19,dal 25/11 al 8/12,,,8,Campania,-26.91552632,,,,
,,,,,,,,,,,,22-dic,109,-23.2,,19,dal 25/11 al 8/12,,,8,Campania,-26.22957237,,,,
,,,,,,,,,,,,23-dic,112,-16.5,,19,dal 25/11 al 8/12,,,8,Campania,-25.20064145,,,,
,,,,,,,,,,,,24-dic,116,-10.5,0.66,19,dal 1/12 al 14/12,0.65,8/12,8,Campania,-23.82873355,,,,
,,,,,,,,,,,,25-dic,113,-11.4,,19,dal 1/12 al 14/12,,,8,Campania,-24.85766447,,,,
,,,,,,,,,,,,26-dic,106,-11.4,,19,dal 1/12 al 14/12,,,8,Campania,-27.25850329,,,,
,,,,,,,,,,,,27-dic,96,-15.8,,19,dal 1/12 al 14/12,,,8,Campania,-30.68827303,,,,
,,,,,,,,,,,,28-dic,91,-14.5,,19,dal 1/12 al 14/12,,,8,Campania,-32.40315789,,,,
,,,,,,,,,,,,29-dic,89,-19.1,,19,dal 1/12 al 14/12,,,8,Campania,-33.08911184,,,,
,,,,,,,,,,,,30-dic,86,-23.2,0.8,19,dal 8/12 al 21/12,0.78,15/12,8,Campania,-34.11804276,,,,
,,,,,,,,,,,,31-dic,93,-20,,19,dal 8/12 al 21/12,,,8,Campania,-31.71720395,,,,
,,,,,,,,,,,,1-gen,106,-6.5,,19,dal 8/12 al 21/12,,,8,Campania,-27.25850329,,,,
,,,,,,,,,,,,2-gen,103,-2.7,,19,dal 8/12 al 21/12,,,8,Campania,-28.28743421,,,,
,,,,,,,,,,,,3-gen,108,13,,19,dal 8/12 al 21/12,,,8,Campania,-26.57254934,,,,
,,,,,,,,,,,,4-gen,114,24.4,,19,dal 8/12 al 21/12,,,8,Campania,-24.5146875,,,,
,,,,,,,,,,,,5-gen,115,29.7,,19,dal 8/12 al 21/12,,,8,Campania,-24.17171053,,,,
,,,,,,,,,,,,6-gen,122,41.9,,19,dal 8/12 al 21/12,,,8,Campania,-21.77087171,,,,
,,,,,,,,,,,,7-gen,114,22.2,,19,dal 8/12 al 21/12,,,8,Campania,-24.5146875,,,,
,,,,,,,,,,,,8-gen,101,-4.5,0.79,19,dal 15/12 al 28/12,0.83,22/12,8,Campania,-28.97338816,,,,
,,,,,,,,,,,,9-gen,116,12.4,,19,dal 15/12 al 28/12,,,8,Campania,-23.82873355,,,,
,,,,,,,,,,,,10-gen,127,17,,19,dal 15/12 al 28/12,,,8,Campania,-20.05598684,,,,
,,,,,,,,,,,,11-gen,131,15.5,,19,dal 15/12 al 28/12,,,8,Campania,-18.68407895,,,,
,,,,,,,,,,,,12-gen,131,14.1,,19,dal 15/12 al 28/12,,,8,Campania,-18.68407895,,,,
,,,,,,,,,,,,13-gen,126,3.3,,19,dal 15/12 al 28/12,,,8,Campania,-20.39896382,,,,
,,,,,,,,,,,,14-gen,131,14.8,,19,dal 15/12 al 28/12,,,8,Campania,-18.68407895,,,,
,,,,,,,,,,,,15-gen,133,32.4,0.85,19,dal 23/12 al 5/1,0.99,30/12,8,Campania,-17.998125,,,,
,,,,,,,,,,,,16-gen,131,13.3,,19,dal 23/12 al 5/1,,,8,Campania,-18.68407895,,,,
,,,,,,,,,,,,17-gen,127,0.3,,19,dal 23/12 al 5/1,,,8,Campania,-20.05598684,,,,
,,,,,,,,,,,,18-gen,122,-7.3,,19,dal 23/12 al 5/1,,,8,Campania,-21.77087171,,,,
,,,,,,,,,,,,19-gen,122,-7.1,,19,dal 23/12 al 5/1,,,8,Campania,-21.77087171,,,,
,,,,,,,,,,,,20-gen,119,-5.5,,19,dal 23/12 al 5/1,,,8,Campania,-22.79980263,,,,
,,,,,,,,,,,,21-gen,118,-9.6,,19,dal 23/12 al 5/1,,,8,Campania,-23.14277961,,,,
,,,,,,,,,,,,22-gen,117,-12.1,0.9,19,dal 30/12 al 12/1,0.76,6/1,8,Campania,-23.48575658,,,,
,,,,,,,,,,,,23-gen,118,-10.3,,19,dal 30/12 al 12/1,,,8,Campania,-23.14277961,,,,
,,,,,,,,,,,,24-gen,118,-6.8,,19,dal 30/12 al 12/1,,,8,Campania,-23.14277961,,,,
,,,,,,,,,,,,25-gen,119,-2.2,,19,dal 30/12 al 12/1,,,8,Campania,-22.79980263,,,,
,,,,,,,,,,,,26-gen,125,2.5,,19,dal 30/12 al 12/1,,,8,Campania,-20.74194079,,,,
,,,,,,,,,,,,27-gen,128,7.5,,19,dal 30/12 al 12/1,,,8,Campania,-19.71300987,,,,
,,,,,,,,,,,,28-gen,130,10.1,,19,dal 30/12 al 12/1,,,8,Campania,-19.02705592,,,,
,,,,,,,,,,,,,,,,19,,,,8,,,,,,
,,,,,,,,,,,,,,,,19,,,,8,,,,,,
,,,,,,,,,,,,,,,,19,,,,8,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1.65,0.8,97.9,-30.12307692,97.9,-26.8,76.47058824,23.52941176,78.50842021,21.49157979,76.47058824,23.52941176,18-set,14,-0.9,1.13,20,dal 27/8 al 9/9,,,19,Puglia,-23.62915273,97.9,,,
,,,,,,,,,,,,19-set,14,1.1,,20,dal 27/8 al 9/9,,,19,Puglia,-23.62915273,,,,
,,,,,,,,,,,,20-set,14,-8.1,,20,dal 27/8 al 9/9,,,19,Puglia,-23.62915273,,,,
,,,,,,,,,,,,21-set,14,-7.5,,20,dal 27/8 al 9/9,,,19,Puglia,-23.62915273,,,,
,,,,,,,,,,,,22-set,14,2.2,,20,dal 27/8 al 9/9,,,19,Puglia,-23.62915273,,,,
,,,,,,,,,,,,23-set,13,-1.5,,20,dal 27/8 al 9/9,,,19,Puglia,-24.09300446,,,,
,,,,,,,,,,,,24-set,14,1.7,,20,dal 27/8 al 9/9,,,19,Puglia,-23.62915273,,,,
,,,,,,,,,,,,25-set,14,2.4,1.06,20,dal 3/9 al 16/9,,,19,Puglia,-23.62915273,,,,
,,,,,,,,,,,,26-set,12,-13.2,,20,dal 3/9 al 16/9,,,19,Puglia,-24.55685619,,,,
,,,,,,,,,,,,27-set,13,-3.3,,20,dal 3/9 al 16/9,,,19,Puglia,-24.09300446,,,,
,,,,,,,,,,,,28-set,13,-5.1,,20,dal 3/9 al 16/9,,,19,Puglia,-24.09300446,,,,
,,,,,,,,,,,,29-set,14,-2,,20,dal 3/9 al 16/9,,,19,Puglia,-23.62915273,,,,
,,,,,,,,,,,,30-set,14,2.4,,20,dal 3/9 al 16/9,,,19,Puglia,-23.62915273,,,,
,,,,,,,,,,,,1-ott,15,8,,20,dal 3/9 al 16/9,,,19,Puglia,-23.165301,,,,
,,,,,,,,,,,,2-ott,14,3.6,1.02,20,dal 10/9 al 23/9,,,19,Puglia,-23.62915273,,,,
,,,,,,,,,,,,3-ott,16,27.3,,20,dal 10/9 al 23/9,,,19,Puglia,-22.70144928,,,,
,,,,,,,,,,,,4-ott,18,35.3,,20,dal 10/9 al 23/9,,,19,Puglia,-21.77374582,,,,
,,,,,,,,,,,,5-ott,18,31.7,,20,dal 10/9 al 23/9,,,19,Puglia,-21.77374582,,,,
,,,,,,,,,,,,6-ott,18,35,,20,dal 10/9 al 23/9,,,19,Puglia,-21.77374582,,,,
,,,,,,,,,,,,7-ott,21,50.1,,20,dal 10/9 al 23/9,,,19,Puglia,-20.38219064,,,,
,,,,,,,,,,,,8-ott,24,62.2,,20,dal 10/9 al 23/9,,,19,Puglia,-18.99063545,,,,
,,,,,,,,,,,,9-ott,28,97.9,1.01,20,dal 17/9 al 30/9,,,19,Puglia,-17.13522854,,,,
,,,,,,,,,,,,10-ott,30,90.8,,20,dal 17/9 al 30/9,,,19,Puglia,-16.20752508,,,,
,,,,,,,,,,,,11-ott,32,79.2,,20,dal 17/9 al 30/9,,,19,Puglia,-15.27982163,,,,
,,,,,,,,,,,,12-ott,34,91.5,,20,dal 17/9 al 30/9,,,19,Puglia,-14.35211817,,,,
,,,,,,,,,,,,13-ott,35,93.8,,20,dal 17/9 al 30/9,,,19,Puglia,-13.88826644,,,,
,,,,,,,,,,,,14-ott,38,85.5,,20,dal 17/9 al 30/9,,,19,Puglia,-12.49671126,,,,
,,,,,,,,,,,,15-ott,39,60.7,1.14,20,dal 24/9 al 7/10,,,19,Puglia,-12.03285953,,,,
,,,,,,,,,,,,16-ott,40,41.4,,20,dal 24/9 al 7/10,,,19,Puglia,-11.5690078,,,,
,,,,,,,,,,,,17-ott,44,46.6,,20,dal 24/9 al 7/10,,,19,Puglia,-9.713600892,,,,
,,,,,,,,,,,,18-ott,46,46.6,,20,dal 24/9 al 7/10,,,19,Puglia,-8.785897436,,,,
,,,,,,,,,,,,19-ott,51,50.7,,20,dal 24/9 al 7/10,,,19,Puglia,-6.466638796,,,,
,,,,,,,,,,,,20-ott,53,50.9,,20,dal 24/9 al 7/10,,,19,Puglia,-5.53893534,,,,
,,,,,,,,,,,,21-ott,54,39.9,,20,dal 24/9 al 7/10,,,19,Puglia,-5.075083612,,,,
,,,,,,,,,,,,22-ott,59,53.7,,20,dal 24/9 al 7/10,,,19,Puglia,-2.755824972,,,,
,,,,,,,,,,,,23-ott,66,64.8,1.52,20,dal 1/10 al 14/10,,,19,Puglia,0.491137124,,,,
,,,,,,,,,,,,24-ott,73,65.2,,20,dal 1/10 al 14/10,,,19,Puglia,3.73809922,,,,
,,,,,,,,,,,,25-ott,78,68.8,,20,dal 1/10 al 14/10,,,19,Puglia,6.05735786,,,,
,,,,,,,,,,,,26-ott,81,60.2,,20,dal 1/10 al 14/10,,,19,Puglia,7.448913043,,,,
,,,,,,,,,,,,27-ott,89,66.4,,20,dal 1/10 al 14/10,,,19,Puglia,11.15972687,,,,
,,,,,,,,,,,,28-ott,100,86.4,,20,dal 1/10 al 14/10,,,19,Puglia,16.26209588,,,,
,,,,,,,,,,,,29-ott,106,78.3,,20,dal 1/10 al 14/10,,,19,Puglia,19.04520624,,,,
,,,,,,,,,,,,30-ott,111,67.3,1.65,20,dal 8/10 al 21/10,,,19,Puglia,21.36446488,,,,
,,,,,,,,,,,,31-ott,114,55.8,,20,dal 8/10 al 21/10,,,19,Puglia,22.75602007,,,,
,,,,,,,,,,,,1-nov,118,50.5,,20,dal 8/10 al 21/10,,,19,Puglia,24.61142698,,,,
,,,,,,,,,,,,2-nov,123,51.9,,20,dal 8/10 al 21/10,,,19,Puglia,26.93068562,,,,
,,,,,,,,,,,,3-nov,137,53.9,,20,dal 8/10 al 21/10,,,19,Puglia,33.42460981,,,,
,,,,,,,,,,,,4-nov,142,42.3,,20,dal 8/10 al 21/10,,,19,Puglia,35.74386845,,,,
,,,,,,,,,,,,5-nov,146,37.7,,20,dal 8/10 al 21/10,1.47,14/10,19,Puglia,37.59927536,,,,
,,,,,,,,,,,,6-nov,149,35,,20,dal 8/10 al 21/10,,,19,Puglia,38.99083055,,,,
,,,,,,,,,,,,7-nov,157,37.5,,20,dal 8/10 al 21/10,,,19,Puglia,42.70164437,,,,
,,,,,,,,,,,,8-nov,159,34.5,,20,dal 8/10 al 21/10,,,19,Puglia,43.62934783,,,,
,,,,,,,,,,,,9-nov,161,31.2,1.57,20,dal 15/10 al 28/10,1.56,21/10,19,Puglia,44.55705128,,,,
,,,,,,,,,,,,10-nov,163,19.5,,20,dal 15/10 al 28/10,,,19,Puglia,45.48475474,,,,
,,,,,,,,,,,,11-nov,172,20.8,,20,dal 15/10 al 28/10,,,19,Puglia,49.65942029,,,,
,,,,,,,,,,,,12-nov,186,28,,20,dal 15/10 al 28/10,,,19,Puglia,56.15334448,,,,
,,,,,,,,,,,,13-nov,196,31.4,1.45,20,dal 22/10 al 4/11,1.44,28/10,19,Puglia,60.79186176,,,,
,,,,,,,,,,,,14-nov,213,36.2,,20,dal 22/10 al 4/11,,,19,Puglia,68.67734114,,,,
,,,,,,,,,,,,15-nov,217,36.5,,20,dal 22/10 al 4/11,,,19,Puglia,70.53274805,,,,
,,,,,,,,,,,,16-nov,225,39.2,,20,dal 22/10 al 4/11,,,19,Puglia,74.24356187,,,,
,,,,,,,,,,,,17-nov,224,37.3,,20,dal 22/10 al 4/11,,,19,Puglia,73.77971014,,,,
,,,,,,,,,,,,18-nov,225,31.1,,20,dal 22/10 al 4/11,,,19,Puglia,74.24356187,,,,
,,,,,,,,,,,,19-nov,221,18.6,,20,dal 22/10 al 4/11,,,19,Puglia,72.38815496,,,,
,,,,,,,,,,,,20-nov,224,13.9,1.24,20,dal 28/10 al 10/11,1.24,4/11,19,Puglia,73.77971014,,,,
,,,,,,,,,,,,21-nov,215,0.6,,20,dal 28/10 al 10/11,,,19,Puglia,69.60504459,,,,
,,,,,,,,,,,,22-nov,225,3.8,,20,dal 28/10 al 10/11,,,19,Puglia,74.24356187,,,,
,,,,,,,,,,,,23-nov,224,-0.5,,20,dal 28/10 al 10/11,,,19,Puglia,73.77971014,,,,
,,,,,,,,,,,,24-nov,232,3.3,,20,dal 28/10 al 10/11,,,19,Puglia,77.49052397,,,,
,,,,,,,,,,,,25-nov,235,4.5,,20,dal 28/10 al 10/11,,,19,Puglia,78.88207915,,,,
,,,,,,,,,,,,26-nov,240,8.4,,20,dal 28/10 al 10/11,,,19,Puglia,81.20133779,,,,
,,,,,,,,,,,,27-nov,247,10.3,1.06,20,dal 4/11 al 17/11,0.99,11/11,19,Puglia,84.44829989,,,,
,,,,,,,,,,,,28-nov,251,17.2,,20,dal 4/11 al 17/11,,,19,Puglia,86.3037068,,,,
,,,,,,,,,,,,29-nov,241,7.1,,20,dal 4/11 al 17/11,,,19,Puglia,81.66518952,,,,
,,,,,,,,,,,,30-nov,244,9.2,,20,dal 4/11 al 17/11,,,19,Puglia,83.0567447,,,,
,,,,,,,,,,,,1-dic,246,6.3,,20,dal 4/11 al 17/11,,,19,Puglia,83.98444816,,,,
,,,,,,,,,,,,2-dic,250,6.3,,20,dal 4/11 al 17/11,,,19,Puglia,85.83985507,,,,
,,,,,,,,,,,,3-dic,254,6.2,,20,dal 4/11 al 17/11,,,19,Puglia,87.69526198,,,,
,,,,,,,,,,,,4-dic,246,-0.1,0.92,20,dal 11/11 al 24/11,0.89,18/11,19,Puglia,83.98444816,,,,
,,,,,,,,,,,,5-dic,254,1.1,,20,dal 11/11 al 24/11,,,19,Puglia,87.69526198,,,,
,,,,,,,,,,,,6-dic,276,14.5,,20,dal 11/11 al 24/11,,,19,Puglia,97.9,,,,
,,,,,,,,,,,,7-dic,274,12.1,,20,dal 11/11 al 24/11,,,19,Puglia,96.97229654,,,,
,,,,,,,,,,,,8-dic,255,3.6,,20,dal 11/11 al 24/11,,,19,Puglia,88.15911371,,,,
,,,,,,,,,,,,9-dic,236,-5.5,,20,dal 11/11 al 24/11,,,19,Puglia,79.34593088,,,,
,,,,,,,,,,,,10-dic,230,-9.7,,20,dal 11/11 al 24/11,,,19,Puglia,76.56282051,,,,
,,,,,,,,,,,,11-dic,240,-2.8,0.87,20,dal 18/11 al 1/12,0.8,25/11,19,Puglia,81.20133779,,,,
,,,,,,,,,,,,12-dic,229,-9.7,,20,dal 18/11 al 1/12,,,19,Puglia,76.09896878,,,,
,,,,,,,,,,,,13-dic,214,-22.4,,20,dal 18/11 al 1/12,,,19,Puglia,69.14119287,,,,
,,,,,,,,,,,,14-dic,206,-24.8,,20,dal 18/11 al 1/12,,,19,Puglia,65.43037904,,,,
,,,,,,,,,,,,15-dic,208,-18.3,,20,dal 18/11 al 1/12,,,19,Puglia,66.3580825,,,,
,,,,,,,,,,,,16-dic,220,-6.9,,20,dal 18/11 al 1/12,,,19,Puglia,71.92430323,,,,
,,,,,,,,,,,,17-dic,214,-7,,20,dal 18/11 al 1/12,,,19,Puglia,69.14119287,,,,
,,,,,,,,,,,,18-dic,201,-16,0.89,20,dal 25/11 al 8/12,0.9,2/12,19,Puglia,63.1111204,,,,
,,,,,,,,,,,,19-dic,199,-13.3,,20,dal 25/11 al 8/12,,,19,Puglia,62.18341695,,,,
,,,,,,,,,,,,20-dic,189,-11.6,,20,dal 25/11 al 8/12,,,19,Puglia,57.54489967,,,,
,,,,,,,,,,,,21-dic,193,-6.4,,20,dal 25/11 al 8/12,,,19,Puglia,59.40030658,,,,
,,,,,,,,,,,,22-dic,189,-9.3,,20,dal 25/11 al 8/12,,,19,Puglia,57.54489967,,,,
,,,,,,,,,,,,23-dic,178,-19.2,,20,dal 25/11 al 8/12,,,19,Puglia,52.44253066,,,,
,,,,,,,,,,,,24-dic,187,-12.3,0.97,20,dal 1/12 al 14/12,0.88,8/12,19,Puglia,56.61719621,,,,
,,,,,,,,,,,,25-dic,180,-10.6,,20,dal 1/12 al 14/12,,,19,Puglia,53.37023411,,,,
,,,,,,,,,,,,26-dic,159,-20,,20,dal 1/12 al 14/12,,,19,Puglia,43.62934783,,,,
,,,,,,,,,,,,27-dic,145,-23.4,,20,dal 1/12 al 14/12,,,19,Puglia,37.13542363,,,,
,,,,,,,,,,,,28-dic,141,-26.6,,20,dal 1/12 al 14/12,,,19,Puglia,35.28001672,,,,
,,,,,,,,,,,,29-dic,138,-26.8,,20,dal 1/12 al 14/12,,,19,Puglia,33.88846154,,,,
,,,,,,,,,,,,30-dic,151,-14.9,0.96,20,dal 8/12 al 21/12,1,15/12,19,Puglia,39.918534,,,,
,,,,,,,,,,,,31-dic,156,-16.6,,20,dal 8/12 al 21/12,,,19,Puglia,42.23779264,,,,
,,,,,,,,,,,,1-gen,166,-7.8,,20,dal 8/12 al 21/12,,,19,Puglia,46.87630992,,,,
,,,,,,,,,,,,2-gen,161,1.2,,20,dal 8/12 al 21/12,,,19,Puglia,44.55705128,,,,
,,,,,,,,,,,,3-gen,179,23.5,,20,dal 8/12 al 21/12,,,19,Puglia,52.90638239,,,,
,,,,,,,,,,,,4-gen,179,26.4,,20,dal 8/12 al 21/12,,,19,Puglia,52.90638239,,,,
,,,,,,,,,,,,5-gen,187,35.2,,20,dal 8/12 al 21/12,,,19,Puglia,56.61719621,,,,
,,,,,,,,,,,,6-gen,190,25.3,,20,dal 8/12 al 21/12,,,19,Puglia,58.00875139,,,,
,,,,,,,,,,,,7-gen,165,5.4,,20,dal 8/12 al 21/12,,,19,Puglia,46.41245819,,,,
,,,,,,,,,,,,8-gen,164,-1.4,1.03,20,dal 15/12 al 28/12,1,22/12,19,Puglia,45.94860647,,,,
,,,,,,,,,,,,9-gen,192,19.5,,20,dal 15/12 al 28/12,,,19,Puglia,58.93645485,,,,
,,,,,,,,,,,,10-gen,198,10.3,,20,dal 15/12 al 28/12,,,19,Puglia,61.71956522,,,,
,,,,,,,,,,,,11-gen,197,10.4,,20,dal 15/12 al 28/12,,,19,Puglia,61.25571349,,,,
,,,,,,,,,,,,12-gen,202,8,,20,dal 15/12 al 28/12,,,19,Puglia,63.57497213,,,,
,,,,,,,,,,,,13-gen,189,-0.1,,20,dal 15/12 al 28/12,,,19,Puglia,57.54489967,,,,
,,,,,,,,,,,,14-gen,211,28,,20,dal 15/12 al 28/12,,,19,Puglia,67.74963768,,,,
,,,,,,,,,,,,15-gen,210,28.1,1.14,20,dal 23/12 al 5/1,1.18,30/12,19,Puglia,67.28578595,,,,
,,,,,,,,,,,,16-gen,200,4.1,,20,dal 23/12 al 5/1,,,19,Puglia,62.64726867,,,,
,,,,,,,,,,,,17-gen,194,-1.8,,20,dal 23/12 al 5/1,,,19,Puglia,59.86415831,,,,
,,,,,,,,,,,,18-gen,189,-4.5,,20,dal 23/12 al 5/1,,,19,Puglia,57.54489967,,,,
,,,,,,,,,,,,19-gen,178,-11.6,,20,dal 23/12 al 5/1,,,19,Puglia,52.44253066,,,,
,,,,,,,,,,,,20-gen,180,-4.8,,20,dal 23/12 al 5/1,,,19,Puglia,53.37023411,,,,
,,,,,,,,,,,,21-gen,174,-17.5,,20,dal 23/12 al 5/1,,,19,Puglia,50.58712375,,,,
,,,,,,,,,,,,22-gen,167,-20.2,1.1,20,dal 30/12 al 12/1,1.08,6/1,19,Puglia,47.34016165,,,,
,,,,,,,,,,,,23-gen,165,-17.8,,20,dal 30/12 al 12/1,,,19,Puglia,46.41245819,,,,
,,,,,,,,,,,,24-gen,166,-14.5,,20,dal 30/12 al 12/1,,,19,Puglia,46.87630992,,,,
,,,,,,,,,,,,25-gen,166,-12.1,,20,dal 30/12 al 12/1,,,19,Puglia,46.87630992,,,,
,,,,,,,,,,,,26-gen,169,-5,,20,dal 30/12 al 12/1,,,19,Puglia,48.26786511,,,,
,,,,,,,,,,,,27-gen,171,-5,,20,dal 30/12 al 12/1,,,19,Puglia,49.19556856,,,,
,,,,,,,,,,,,28-gen,168,-3.3,,20,dal 30/12 al 12/1,,,19,Puglia,47.80401338,,,,
,,,,,,,,,,,,,,,,20,,,,19,,,,,,
,,,,,,,,,,,,,,,,20,,,,19,,,,,,
,,,,,,,,,,,,,,,,20,,,,19,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1.99,0.61,428,-168.6060606,428,-61.8,71.73913043,28.26086957,87.38260514,12.61739486,71.73913043,28.26086957,18-set,4,-59.6,0.92,21,dal 27/8 al 9/9,,,6,Basilicata,-160.3770115,428,,,
,,,,,,,,,,,,19-set,4,-61.8,,21,dal 27/8 al 9/9,,,6,Basilicata,-160.3770115,,,,
,,,,,,,,,,,,20-set,4,-51,,21,dal 27/8 al 9/9,,,6,Basilicata,-160.3770115,,,,
,,,,,,,,,,,,21-set,4,-47.9,,21,dal 27/8 al 9/9,,,6,Basilicata,-160.3770115,,,,
,,,,,,,,,,,,22-set,6,-24.4,,21,dal 27/8 al 9/9,,,6,Basilicata,-156.2624869,,,,
,,,,,,,,,,,,23-set,8,27.8,,21,dal 27/8 al 9/9,,,6,Basilicata,-152.1479624,,,,
,,,,,,,,,,,,24-set,9,42.9,,21,dal 27/8 al 9/9,,,6,Basilicata,-150.0907001,,,,
,,,,,,,,,,,,25-set,11,173.9,0.73,21,dal 3/9 al 16/9,,,6,Basilicata,-145.9761755,,,,
,,,,,,,,,,,,26-set,15,304.8,,21,dal 3/9 al 16/9,,,6,Basilicata,-137.7471264,,,,
,,,,,,,,,,,,27-set,22,425,,21,dal 3/9 al 16/9,,,6,Basilicata,-123.3462905,,,,
,,,,,,,,,,,,28-set,23,428,,21,dal 3/9 al 16/9,,,6,Basilicata,-121.2890282,,,,
,,,,,,,,,,,,29-set,22,264.7,,21,dal 3/9 al 16/9,,,6,Basilicata,-123.3462905,,,,
,,,,,,,,,,,,30-set,25,202.2,,21,dal 3/9 al 16/9,,,6,Basilicata,-117.1745037,,,,
,,,,,,,,,,,,1-ott,29,226,,21,dal 3/9 al 16/9,,,6,Basilicata,-108.9454545,,,,
,,,,,,,,,,,,2-ott,29,163.5,0.7,21,dal 10/9 al 23/9,,,6,Basilicata,-108.9454545,,,,
,,,,,,,,,,,,3-ott,34,123.5,,21,dal 10/9 al 23/9,,,6,Basilicata,-98.65914316,,,,
,,,,,,,,,,,,4-ott,28,24.6,,21,dal 10/9 al 23/9,,,6,Basilicata,-111.0027168,,,,
,,,,,,,,,,,,5-ott,29,24.2,,21,dal 10/9 al 23/9,,,6,Basilicata,-108.9454545,,,,
,,,,,,,,,,,,6-ott,29,30.6,,21,dal 10/9 al 23/9,,,6,Basilicata,-108.9454545,,,,
,,,,,,,,,,,,7-ott,26,4.3,,21,dal 10/9 al 23/9,,,6,Basilicata,-115.1172414,,,,
,,,,,,,,,,,,8-ott,24,-17.8,,21,dal 10/9 al 23/9,,,6,Basilicata,-119.2317659,,,,
,,,,,,,,,,,,9-ott,25,-15.7,0.93,21,dal 17/9 al 30/9,,,6,Basilicata,-117.1745037,,,,
,,,,,,,,,,,,10-ott,23,-32.6,,21,dal 17/9 al 30/9,,,6,Basilicata,-121.2890282,,,,
,,,,,,,,,,,,11-ott,23,-19.1,,21,dal 17/9 al 30/9,,,6,Basilicata,-121.2890282,,,,
,,,,,,,,,,,,12-ott,22,-24.4,,21,dal 17/9 al 30/9,,,6,Basilicata,-123.3462905,,,,
,,,,,,,,,,,,13-ott,23,-21,,21,dal 17/9 al 30/9,,,6,Basilicata,-121.2890282,,,,
,,,,,,,,,,,,14-ott,22,-15.9,,21,dal 17/9 al 30/9,,,6,Basilicata,-123.3462905,,,,
,,,,,,,,,,,,15-ott,24,2.2,1,21,dal 24/9 al 7/10,,,6,Basilicata,-119.2317659,,,,
,,,,,,,,,,,,16-ott,31,22.9,,21,dal 24/9 al 7/10,,,6,Basilicata,-104.83093,,,,
,,,,,,,,,,,,17-ott,34,50,,21,dal 24/9 al 7/10,,,6,Basilicata,-98.65914316,,,,
,,,,,,,,,,,,18-ott,40,78.7,,21,dal 24/9 al 7/10,,,6,Basilicata,-86.31556949,,,,
,,,,,,,,,,,,19-ott,42,91.9,,21,dal 24/9 al 7/10,,,6,Basilicata,-82.20104493,,,,
,,,,,,,,,,,,20-ott,44,93,,21,dal 24/9 al 7/10,,,6,Basilicata,-78.08652038,,,,
,,,,,,,,,,,,21-ott,57,164.8,,21,dal 24/9 al 7/10,,,6,Basilicata,-51.34211076,,,,
,,,,,,,,,,,,22-ott,66,169.3,,21,dal 24/9 al 7/10,,,6,Basilicata,-32.82675026,,,,
,,,,,,,,,,,,23-ott,71,132.6,0.95,21,dal 1/10 al 14/10,,,6,Basilicata,-22.54043887,,,,
,,,,,,,,,,,,24-ott,70,104.7,,21,dal 1/10 al 14/10,,,6,Basilicata,-24.59770115,,,,
,,,,,,,,,,,,25-ott,75,85.9,,21,dal 1/10 al 14/10,,,6,Basilicata,-14.31138976,,,,
,,,,,,,,,,,,26-ott,72,71.4,,21,dal 1/10 al 14/10,,,6,Basilicata,-20.48317659,,,,
,,,,,,,,,,,,27-ott,83,89.5,,21,dal 1/10 al 14/10,,,6,Basilicata,2.146708464,,,,
,,,,,,,,,,,,28-ott,89,55.7,,21,dal 1/10 al 14/10,,,6,Basilicata,14.49028213,,,,
,,,,,,,,,,,,29-ott,90,37.1,,21,dal 1/10 al 14/10,,,6,Basilicata,16.54754441,,,,
,,,,,,,,,,,,30-ott,91,28.3,1.04,21,dal 8/10 al 21/10,,,6,Basilicata,18.60480669,,,,
,,,,,,,,,,,,31-ott,103,47.6,,21,dal 8/10 al 21/10,,,6,Basilicata,43.29195402,,,,
,,,,,,,,,,,,1-nov,116,54.7,,21,dal 8/10 al 21/10,,,6,Basilicata,70.03636364,,,,
,,,,,,,,,,,,2-nov,134,85.3,,21,dal 8/10 al 21/10,,,6,Basilicata,107.0670846,,,,
,,,,,,,,,,,,3-nov,139,66.9,,21,dal 8/10 al 21/10,,,6,Basilicata,117.353396,,,,
,,,,,,,,,,,,4-nov,158,76.3,,21,dal 8/10 al 21/10,,,6,Basilicata,156.4413793,,,,
,,,,,,,,,,,,5-nov,166,85,,21,dal 8/10 al 21/10,0.83,14/10,6,Basilicata,172.8994775,,,,
